일자,수량_공매도잔고수량,수량_상장주식수,수량_비중,금액_공매도잔고금액,금액_시가총액,금액_비중
"2022/03/30","242368.0","3.2383869E7","0.75","1.1498202E7","1.866462149E9","0.62"
"2022/03/29","245584.0","3.1995406E7","0.77","1.1382089E7","1.861718201E9","0.61"
"2022/03/28","241919.0","3.1995406E7","0.76","1.1287502E7","1.852836072E9","0.61"
"2022/03/25","257844.0","3.1995406E7","0.81","1.1360827E7","1.852857742E9","0.61"
"2022/03/24","255571.0","3.195961E7","0.80","1.1474842E7","1.852397836E9","0.62"
"2022/03/23","253665.0","3.195961E7","0.79","1.1383338E7","1.857635512E9","0.61"
"2022/03/22","252830.0","3.195951E7","0.79","1.1313133E7","1.840175574E9","0.61"
"2022/03/21","251075.0","3.195951E7","0.79","1.1349067E7","1.823581214E9","0.62"
"2022/03/18","248931.0","3.1961753E7","0.78","1.1436857E7","1.839501204E9","0.62"
"2022/03/17","246071.0","3.1961747E7","0.77","1.1165348E7","1.831739211E9","0.61"
"2022/03/16","244908.0","3.1961747E7","0.77","1.1097974E7","1.806858811E9","0.61"
"2022/03/15","245454.0","3.1961747E7","0.77","1.0989647E7","1.780993021E9","0.62"
"2022/03/14","244790.0","3.1961742E7","0.77","1.0972293E7","1.798277936E9","0.61"
"2022/03/11","241825.0","3.1961742E7","0.76","1.0657382E7","1.807963615E9","0.59"
"2022/03/10","239255.0","3.173122E7","0.75","1.0537319E7","1.72693939E9","0.61"
"2022/03/08","239398.0","3.173122E7","0.75","1.0477219E7","1.686882087E9","0.62"
"2022/03/07","232314.0","3.1734643E7","0.73","1.0308328E7","1.704885496E9","0.60"
"2022/03/04","230692.0","3.1734618E7","0.73","1.0478894E7","1.745417118E9","0.60"
"2022/03/03","224815.0","3.1651745E7","0.71","1.055574E7","1.766946323E9","0.60"
"2022/03/02","226439.0","3.1651745E7","0.72","1.0435809E7","1.737159499E9","0.60"
"2022/02/28","233927.0","3.1651745E7","0.74","1.0593706E7","1.740100659E9","0.61"
"2022/02/25","233356.0","3.1651744E7","0.74","1.0403939E7","1.724125156E9","0.60"
"2022/02/24","234546.0","3.1651722E7","0.74","1.0317949E7","1.706719822E9","0.60"
"2022/02/23","234867.0","3.1651722E7","0.74","1.0531403E7","1.750747112E9","0.60"
"2022/02/22","236604.0","3.1651722E7","0.75","1.0523592E7","1.74429591E9","0.60"
"2022/02/21","237051.0","3.1651622E7","0.75","1.0651968E7","1.766524332E9","0.60"
"2022/02/18","237055.0","3.1651613E7","0.75","1.0614915E7","1.766942185E9","0.60"
"2022/02/17","236296.0","3.1651613E7","0.75","1.0496214E7","1.768354823E9","0.59"
"2022/02/16","239230.0","3.1651605E7","0.76","1.0449131E7","1.757384592E9","0.59"
"2022/02/15","238769.0","3.1651605E7","0.75","1.0217349E7","1.72307395E9","0.59"
"2022/02/14","239183.0","3.1671605E7","0.76","1.0340012E7","1.737779889E9","0.60"
"2022/02/11","236894.0","3.1671605E7","0.75","1.0511082E7","1.762081934E9","0.60"
"2022/02/10","235093.0","3.1671482E7","0.74","1.0536474E7","1.779231619E9","0.59"
"2022/02/09","235487.0","3.1671482E7","0.74","1.0527658E7","1.767413618E9","0.60"
"2022/02/08","237759.0","3.1671482E7","0.75","1.0501433E7","1.745680038E9","0.60"
"2022/02/07","237751.0","3.1671482E7","0.75","1.0392067E7","1.741572163E9","0.60"
"2022/02/04","231849.0","3.1671481E7","0.73","1.0171722E7","1.757020811E9","0.58"
"2022/02/03","231997.0","3.1671481E7","0.73","1.0000032E7","1.73343917E9","0.58"
"2022/01/28","230243.0","3.1671481E7","0.73","9646189.0","1.713135465E9","0.56"
"2022/01/27","228949.0","3.167148E7","0.72","9377882.0","1.668229299E9","0.56"
"2022/01/26","226599.0","3.1671475E7","0.72","9711327.0","1.729489463E9","0.56"
"2022/01/25","226747.0","3.1671475E7","0.72","9713508.0","1.737587255E9","0.56"
"2022/01/24","227744.0","3.1670913E7","0.72","9998257.0","1.78316953E9","0.56"
"2022/01/21","226732.0","3.1670913E7","0.72","1.0150963E7","1.807956134E9","0.56"
"2022/01/20","225103.0","3.1666096E7","0.71","1.0177778E7","1.825981937E9","0.56"
"2022/01/19","223449.0","3.1666096E7","0.71","1.0122635E7","1.813956759E9","0.56"
"2022/01/18","221669.0","3.1666096E7","0.70","1.0169731E7","1.827570813E9","0.56"
"2022/01/17","218188.0","3.1664954E7","0.69","1.0140922E7","1.843942986E9","0.55"
"2022/01/14","215866.0","3.1664954E7","0.68","1.0166226E7","1.864010699E9","0.55"
"2022/01/13","210245.0","3.1664953E7","0.66","1.0170385E7","1.891401067E9","0.54"
"2022/01/12","206938.0","3.1664953E7","0.65","1.0091943E7","1.898702517E9","0.53"
"2022/01/11","208332.0","3.1664953E7","0.66","1.0028571E7","1.869095805E9","0.54"
"2022/01/10","207962.0","3.1664953E7","0.66","1.0119294E7","1.866521471E9","0.54"
"2022/01/07","204873.0","3.1662272E7","0.65","1.0067696E7","1.884682126E9","0.53"
"2022/01/06","205316.0","3.1662151E7","0.65","1.0000654E7","1.862774877E9","0.54"
"2022/01/05","202367.0","3.1662151E7","0.64","1.0003807E7","1.883408943E9","0.53"
"2022/01/04","197094.0","3.1661987E7","0.62","9775572.0","1.908027275E9","0.51"
"2022/01/03","195673.0","3.1661987E7","0.62","9645332.0","1.909559749E9","0.51"
"2021/12/30","193767.0","3.1661987E7","0.61","9428694.0","1.902371491E9","0.50"
"2021/12/29","192141.0","3.1661986E7","0.61","9383988.0","1.91464039E9","0.49"
"2021/12/28","193020.0","3.1661986E7","0.61","9329043.0","1.93552146E9","0.48"
"2021/12/27","197775.0","3.1546877E7","0.63","9326500.0","1.920708427E9","0.49"
"2021/12/24","201409.0","3.1543088E7","0.64","9801791.0","1.9290705E9","0.51"
"2021/12/23","204707.0","3.1543051E7","0.65","9780519.0","1.919620421E9","0.51"
"2021/12/22","205142.0","3.1543266E7","0.65","9820539.0","1.910087957E9","0.51"
"2021/12/21","207226.0","3.1543266E7","0.66","1.0028719E7","1.904137929E9","0.53"
"2021/12/20","206501.0","3.1543266E7","0.65","1.0082447E7","1.895359388E9","0.53"
"2021/12/17","205833.0","3.1542956E7","0.65","1.0207737E7","1.932001853E9","0.53"
"2021/12/16","203744.0","3.1542956E7","0.65","9635284.0","1.924857651E9","0.50"
"2021/12/15","205090.0","3.1542956E7","0.65","9621253.0","1.912865663E9","0.50"
"2021/12/14","205102.0","3.1542952E7","0.65","9593490.0","1.911975148E9","0.50"
"2021/12/13","204490.0","3.1542952E7","0.65","9559060.0","1.921166797E9","0.50"
"2021/12/10","204913.0","3.1542952E7","0.65","9372643.0","1.926581978E9","0.49"
"2021/12/09","206811.0","3.1252783E7","0.66","9409714.0","1.900362233E9","0.50"
"2021/12/08","206317.0","3.1250481E7","0.66","9288493.0","1.882351537E9","0.49"
"2021/12/07","206918.0","3.1250481E7","0.66","9373660.0","1.875771536E9","0.50"
"2021/12/06","207178.0","3.1250481E7","0.66","9301197.0","1.861963794E9","0.50"
"2021/12/03","212416.0","3.124931E7","0.68","9602331.0","1.858912489E9","0.52"
"2021/12/02","212256.0","3.124931E7","0.68","9526475.0","1.846254226E9","0.52"
"2021/12/01","215134.0","3.124931E7","0.69","9460599.0","1.81684793E9","0.52"
"2021/11/30","217070.0","3.124931E7","0.69","9340996.0","1.775046319E9","0.53"
"2021/11/29","218417.0","3.1107978E7","0.70","9374894.0","1.805088538E9","0.52"
"2021/11/26","223897.0","3.0961205E7","0.72","9679006.0","1.831345767E9","0.53"
"2021/11/25","224056.0","3.0961146E7","0.72","9756824.0","1.859801461E9","0.52"
"2021/11/24","223466.0","3.0961146E7","0.72","9720384.0","1.873428557E9","0.52"
"2021/11/23","222231.0","3.0961146E7","0.72","9523161.0","1.877313574E9","0.51"
"2021/11/22","221285.0","3.0961146E7","0.71","9517827.0","1.889978598E9","0.50"
"2021/11/19","223576.0","3.0960402E7","0.72","9492897.0","1.857881245E9","0.51"
"2021/11/18","227130.0","3.0710402E7","0.74","9434364.0","1.840789632E9","0.51"
"2021/11/17","224526.0","3.0710389E7","0.73","9286861.0","1.851043924E9","0.50"
"2021/11/16","223107.0","3.0710389E7","0.73","9154751.0","1.873783343E9","0.49"
"2021/11/15","220157.0","3.0626742E7","0.72","9194672.0","1.872837902E9","0.49"
"2021/11/12","222882.0","3.0626555E7","0.73","9098593.0","1.853774691E9","0.49"
"2021/11/11","224127.0","3.0626218E7","0.73","9107151.0","1.828338042E9","0.50"
"2021/11/10","223918.0","3.0626218E7","0.73","9135881.0","1.8302202E9","0.50"
"2021/11/09","222649.0","3.0623417E7","0.73","9216289.0","1.849890497E9","0.50"
"2021/11/08","221699.0","3.0617548E7","0.72","9203547.0","1.845572097E9","0.50"
"2021/11/05","221812.0","3.0617548E7","0.72","9174393.0","1.850489637E9","0.50"
"2021/11/04","218597.0","3.0617006E7","0.71","9135156.0","1.859474434E9","0.49"
"2021/11/03","220246.0","3.0617006E7","0.72","9137097.0","1.849642174E9","0.49"
"2021/11/02","215126.0","3.0617006E7","0.70","9030515.0","1.874898767E9","0.48"
"2021/11/01","217269.0","3.0617006E7","0.71","9067453.0","1.852259821E9","0.49"
"2021/10/29","218378.0","3.0617006E7","0.71","9185172.0","1.846243549E9","0.50"
"2021/10/28","216643.0","3.0616992E7","0.71","9227268.0","1.872583762E9","0.49"
"2021/10/27","216370.0","3.0616992E7","0.71","9366022.0","1.882185904E9","0.50"
"2021/10/26","212014.0","3.0601362E7","0.69","9326611.0","1.897336624E9","0.49"
"2021/10/25","212165.0","3.0601362E7","0.69","9277750.0","1.878585769E9","0.49"
"2021/10/22","214661.0","3.0601362E7","0.70","9242513.0","1.86978505E9","0.49"
"2021/10/21","212100.0","3.0601362E7","0.69","9184965.0","1.870082912E9","0.49"
"2021/10/20","212488.0","3.0601362E7","0.69","9171910.0","1.873734296E9","0.49"
"2021/10/19","210034.0","3.0601361E7","0.69","9085594.0","1.884425281E9","0.48"
"2021/10/18","212491.0","3.0597791E7","0.69","9084874.0","1.869015134E9","0.49"
"2021/10/15","210673.0","3.0597789E7","0.69","9064362.0","1.874954741E9","0.48"
"2021/10/14","209021.0","3.0597694E7","0.68","8914887.0","1.85898178E9","0.48"
"2021/10/13","207979.0","3.0597694E7","0.68","8737063.0","1.831318717E9","0.48"
"2021/10/12","210721.0","3.0597694E7","0.69","8760548.0","1.814277186E9","0.48"
"2021/10/08","210896.0","3.0597694E7","0.69","8743519.0","1.841131846E9","0.47"
"2021/10/07","207275.0","3.0597324E7","0.68","8612232.0","1.844911043E9","0.47"
"2021/10/06","212014.0","3.0597324E7","0.69","8540758.0","1.814379627E9","0.47"
"2021/10/05","210390.0","3.0597324E7","0.69","8766157.0","1.846832025E9","0.47"
"2021/10/01","211472.0","3.0595193E7","0.69","8991457.0","1.882029349E9","0.48"
"2021/09/30","206969.0","3.0595193E7","0.68","8988508.0","1.912221259E9","0.47"
"2021/09/29","204557.0","3.0594761E7","0.67","8933071.0","1.90727194E9","0.47"
"2021/09/28","200462.0","3.0594761E7","0.66","8839477.0","1.932888116E9","0.46"
"2021/09/27","199914.0","3.0594761E7","0.65","8772205.0","1.955291879E9","0.45"
"2021/09/24","198263.0","3.0594761E7","0.65","8659190.0","1.94924041E9","0.44"
"2021/09/23","199076.0","3.0594761E7","0.65","8799200.0","1.951367523E9","0.45"
"2021/09/17","198368.0","3.0594195E7","0.65","8861717.0","1.956572852E9","0.45"
"2021/09/16","190711.0","3.059416E7","0.62","8520449.0","1.950015699E9","0.44"
"2021/09/15","185602.0","3.059416E7","0.61","8472694.0","1.967122388E9","0.43"
"2021/09/14","186978.0","3.059411E7","0.61","8451236.0","1.963710612E9","0.43"
"2021/09/13","186398.0","3.059411E7","0.61","8292321.0","1.950131892E9","0.43"
"2021/09/10","184971.0","3.059411E7","0.60","8277142.0","1.947696696E9","0.42"
"2021/09/09","185336.0","3.0144321E7","0.61","8140523.0","1.884557608E9","0.43"
"2021/09/08","178780.0","3.0144321E7","0.59","7991017.0","1.917065837E9","0.42"
"2021/09/07","180084.0","3.014432E7","0.60","8142171.0","1.933747077E9","0.42"
"2021/09/06","179092.0","3.014432E7","0.59","8068674.0","1.943139323E9","0.42"
"2021/09/03","183339.0","3.0141219E7","0.61","8288896.0","1.939239736E9","0.43"
"2021/09/02","181993.0","3.0141219E7","0.60","8199982.0","1.922883034E9","0.43"
"2021/09/01","178653.0","3.0109843E7","0.59","8119016.0","1.939527705E9","0.42"
"2021/08/31","178465.0","3.0109843E7","0.59","8099046.0","1.939907831E9","0.42"
"2021/08/30","176337.0","3.0109734E7","0.59","7993540.0","1.903337414E9","0.42"
"2021/08/27","175044.0","3.0109734E7","0.58","7885576.0","1.896787304E9","0.42"
"2021/08/26","176781.0","3.0075492E7","0.59","7958012.0","1.895952149E9","0.42"
"2021/08/25","175263.0","3.0075492E7","0.58","7824434.0","1.910426209E9","0.41"
"2021/08/24","175301.0","3.0075234E7","0.58","7781406.0","1.903831536E9","0.41"
"2021/08/23","177242.0","3.0075234E7","0.59","7669831.0","1.87255496E9","0.41"
"2021/08/20","181775.0","3.0075234E7","0.60","7577486.0","1.854823205E9","0.41"
"2021/08/19","182828.0","3.0073781E7","0.61","7681189.0","1.874519065E9","0.41"
"2021/08/18","179114.0","3.0073781E7","0.60","7883018.0","1.914671951E9","0.41"
"2021/08/17","182586.0","3.0073763E7","0.61","7850279.0","1.905064953E9","0.41"
"2021/08/13","183872.0","3.0073763E7","0.61","7935839.0","1.925109196E9","0.41"
"2021/08/12","179550.0","3.0073298E7","0.60","7891443.0","1.9509347E9","0.40"
"2021/08/11","178947.0","3.0073288E7","0.60","7991746.0","1.959576822E9","0.41"
"2021/08/10","179615.0","3.0073284E7","0.60","7873404.0","1.973998277E9","0.40"
"2021/08/09","178213.0","3.0062264E7","0.59","7812333.0","1.981026712E9","0.39"
"2021/08/06","174984.0","3.0062264E7","0.58","7750393.0","1.991276687E9","0.39"
"2021/08/05","170420.0","3.0062264E7","0.57","7668141.0","1.994949857E9","0.38"
"2021/08/04","171515.0","3.0061337E7","0.57","7695716.0","1.999436103E9","0.38"
"2021/08/03","173892.0","3.0061337E7","0.58","7665265.0","1.972447424E9","0.39"
"2021/08/02","173587.0","3.0061337E7","0.58","7631533.0","1.962009958E9","0.39"
"2021/07/30","174666.0","3.0061337E7","0.58","7680193.0","1.946959723E9","0.39"
"2021/07/29","172227.0","3.0059631E7","0.57","7687335.0","1.972910853E9","0.39"
"2021/07/28","170357.0","3.0059631E7","0.57","7639157.0","1.970384493E9","0.39"
"2021/07/27","171490.0","3.005963E7","0.57","7728915.0","1.966711752E9","0.39"
"2021/07/26","172649.0","3.005408E7","0.57","7750960.0","1.96207633E9","0.40"
"2021/07/23","171193.0","3.005408E7","0.57","7713224.0","1.980809866E9","0.39"
"2021/07/22","171361.0","3.005408E7","0.57","7762905.0","1.97944162E9","0.39"
"2021/07/21","173332.0","3.005408E7","0.58","7767656.0","1.956944776E9","0.40"
"2021/07/20","182132.0","3.0123567E7","0.60","8048189.0","1.967586812E9","0.41"
"2021/07/19","181386.0","3.0123152E7","0.60","8058180.0","1.973865811E9","0.41"
"2021/07/16","184144.0","3.012284E7","0.61","8128279.0","1.994822916E9","0.41"
"2021/07/15","181591.0","3.0035122E7","0.60","7975883.0","1.99801772E9","0.40"
"2021/07/14","179219.0","3.0035122E7","0.60","7856468.0","1.984746852E9","0.40"
"2021/07/13","177544.0","3.0035122E7","0.59","7835506.0","1.989275515E9","0.39"
"2021/07/12","179442.0","3.0034989E7","0.60","7861969.0","1.974337499E9","0.40"
"2021/07/09","178236.0","3.0034977E7","0.59","7805117.0","1.957362576E9","0.40"
"2021/07/08","175207.0","3.0034446E7","0.58","7577667.0","1.978425607E9","0.38"
"2021/07/07","174389.0","3.0033074E7","0.58","7650323.0","1.997175857E9","0.38"
"2021/07/06","171416.0","3.0033074E7","0.57","7566728.0","2.009341406E9","0.38"
"2021/07/05","170502.0","3.0033074E7","0.57","7630980.0","2.002188227E9","0.38"
"2021/07/02","170850.0","3.0027882E7","0.57","7579215.0","1.994139725E9","0.38"
"2021/07/01","172294.0","3.0027882E7","0.57","7549703.0","1.994562787E9","0.38"
"2021/06/30","172023.0","3.0027882E7","0.57","7360291.0","2.004463421E9","0.37"
"2021/06/29","168800.0","3.0026593E7","0.56","7292299.0","1.998549193E9","0.36"
"2021/06/28","165536.0","3.0026593E7","0.55","7243901.0","2.008244932E9","0.36"
"2021/06/25","163870.0","3.0026593E7","0.55","7181092.0","2.010647147E9","0.36"
"2021/06/24","167483.0","3.0026593E7","0.56","7353076.0","2.00065431E9","0.37"
"2021/06/23","167636.0","3.0026593E7","0.56","7425083.0","1.994448114E9","0.37"
"2021/06/22","164052.0","2.9947904E7","0.55","7446531.0","1.984024285E9","0.38"
"2021/06/21","165124.0","2.9945676E7","0.55","7407396.0","1.969491552E9","0.38"
"2021/06/18","163384.0","2.9945674E7","0.55","7277422.0","1.985283082E9","0.37"
"2021/06/17","165130.0","2.9945674E7","0.55","7384997.0","1.984305927E9","0.37"
"2021/06/16","159120.0","2.9945584E7","0.53","7126668.0","1.993180584E9","0.36"
"2021/06/15","160631.0","2.9945427E7","0.54","7015190.0","1.980939128E9","0.35"
"2021/06/14","157912.0","2.9945427E7","0.53","6943686.0","1.977360018E9","0.35"
"2021/06/11","158096.0","2.9945427E7","0.53","6885618.0","1.975339654E9","0.35"
"2021/06/10","158443.0","2.9210397E7","0.54","6813963.0","1.934875995E9","0.35"
"2021/06/09","162742.0","2.9205931E7","0.56","6889049.0","1.929072612E9","0.36"
"2021/06/08","159259.0","2.9205931E7","0.55","6792317.0","1.9495874E9","0.35"
"2021/06/07","163704.0","2.9205931E7","0.56","7051533.0","1.95196032E9","0.36"
"2021/06/04","160975.0","2.9205931E7","0.55","6938640.0","1.944749758E9","0.36"
"2021/06/03","157150.0","2.9205931E7","0.54","6854320.0","1.950218424E9","0.35"
"2021/06/02","153498.0","2.9200378E7","0.53","6936147.0","1.935422602E9","0.36"
"2021/06/01","149305.0","2.9200378E7","0.51","6779283.0","1.935382434E9","0.35"
"2021/05/31","145851.0","2.9199432E7","0.50","6744618.0","1.924712201E9","0.35"
"2021/05/28","138418.0","2.9199432E7","0.47","6432419.0","1.915906075E9","0.34"
"2021/05/27","137399.0","2.9120373E7","0.47","6566817.0","1.90141939E9","0.35"
"2021/05/26","136216.0","2.9135629E7","0.47","6648265.0","1.909493233E9","0.35"
"2021/05/25","136192.0","2.9135629E7","0.47","6539117.0","1.912731373E9","0.34"
"2021/05/24","135671.0","2.9134216E7","0.47","6496641.0","1.896088965E9","0.34"
"2021/05/21","133273.0","2.9134178E7","0.46","6439058.0","1.902388111E9","0.34"
"2021/05/20","128385.0","2.9141792E7","0.44","6334741.0","1.906553739E9","0.33"
"2021/05/18","125131.0","2.9139482E7","0.43","6220466.0","1.913355055E9","0.33"
"2021/05/17","125907.0","2.9139269E7","0.43","6258920.0","1.889863422E9","0.33"
"2021/05/14","121639.0","2.9133633E7","0.42","6158650.0","1.901015496E9","0.32"
"2021/05/13","116773.0","2.9130597E7","0.40","5979451.0","1.880749767E9","0.32"
"2021/05/12","113933.0","2.9139282E7","0.39","5939217.0","1.907436995E9","0.31"
"2021/05/11","108596.0","2.9139282E7","0.37","5721054.0","1.935987924E9","0.30"
"2021/05/10","99389.0","2.9139151E7","0.34","5367801.0","1.963052886E9","0.27"
"2021/05/07","96120.0","2.9139113E7","0.33","5155841.0","1.930799448E9","0.27"
"2021/05/06","94170.0","2.9139113E7","0.32","5025317.0","1.920537335E9","0.26"
"2021/05/04","88248.0","2.9139113E7","0.30","4758544.0","1.902922467E9","0.25"
"2021/05/03","80551.0","2.9139094E7","0.28","4448761.0","1.889976777E9","0.24"
"2021/04/30","72348.0","2.9139094E7","0.25","4233293.0","1.902858953E9","0.22"
"2021/04/29","72106.0","2.9138553E7","0.25","4248783.0","1.920399184E9","0.22"
"2021/04/28","72736.0","2.9138553E7","0.25","4244379.0","1.924517664E9","0.22"
"2021/04/27","72402.0","2.9138553E7","0.25","4334810.0","1.945093224E9","0.22"
"2021/04/26","74369.0","2.9138553E7","0.26","4421306.0","1.947000351E9","0.23"
"2021/04/23","74462.0","2.9138553E7","0.26","4402867.0","1.927947248E9","0.23"
"2021/04/22","74927.0","2.9138553E7","0.26","4443222.0","1.923308697E9","0.23"
"2021/04/21","75493.0","2.9133196E7","0.26","4433599.0","1.919857356E9","0.23"
"2021/04/20","72293.0","2.9133196E7","0.25","4320362.0","1.953313915E9","0.22"
"2021/04/19","74570.0","2.9132706E7","0.26","4394246.0","1.940737926E9","0.23"
"2021/04/16","74526.0","2.9130788E7","0.26","4396313.0","1.941933404E9","0.23"
"2021/04/15","72468.0","2.9130788E7","0.25","4273728.0","1.941021499E9","0.22"
"2021/04/14","71372.0","2.8771463E7","0.25","4260662.0","1.931886414E9","0.22"
"2021/04/13","74563.0","2.8723619E7","0.26","4449886.0","1.92295318E9","0.23"
"2021/04/12","75974.0","2.8659031E7","0.27","4528556.0","1.901268631E9","0.24"
"2021/04/09","74896.0","2.8659031E7","0.26","4437854.0","1.899531413E9","0.23"
"2021/04/08","74450.0","2.865279E7","0.26","4450108.0","1.90852421E9","0.23"
"2021/04/07","74097.0","2.865279E7","0.26","4379930.0","1.906603054E9","0.23"
"2021/04/06","73493.0","2.8650231E7","0.26","4345389.0","1.901236685E9","0.23"
"2021/04/05","72164.0","2.8650231E7","0.25","4258808.0","1.897486429E9","0.22"
